company_name,cage,email,phone,contact_name,linkID
SHRIER MARTIN PROCESS EQUIP.,003175,Rfiala@soundcoat.com,815-895-8161,Eric Tubbs,003175
ROCKER SOLENOID COMPANY,003179,david.eickhoff@adiglobal.com,407-855-6161,Matt Sawicki ,003179
BART CORPORATION,003183,,510-658-0414,Suren,003183
"WAMCO, INC.",003191,tolco@tolcocorp.com,315-414-1414,MIKE SCHEID OR SUE DALTON,003191
"SCHRADER BRIDGEPORT INT'L, INC",003194,jab@jamisondoor.com,832-448-5591,Steve Rzeszutko,003194
MASLINE ELECTRONICS INC.,003197,jimchamot@churchvillefire.com,631-249-0400,PARTH DHANANI,003197
STS TRUCK EQUIPMENT,003201,BILL@REINHOLDELECTRIC.COM,623-582-2779,Scott,003201
GEORGE O MILLER CO,003206,daniel.surratt@dudesolutions.com,219-255-6939,KATEY,003206
"KEYTRONICS, INC.",003212,,315-425-8894,Michelle,003212
"B. W. ELLIOTT MFG. CO., LLC",003214,cperez@skylock.com,800-365-5282,Kathy Deaton,003214
TTI INC.,003215,ifmcorp@consolidated.net,800-541-1747,Enzo Luppi Mackenzie,003215
CTS CORPORATION,003218,,248-280-2810    ,VICKIE SCHWARM,003218
HP INC,003220,support@tcpglobal.com,315-668-8294,Harry Millette,003220
STUART C IRBY CO.,003225,jeffr@dccoil.com,615-256-4248,TAMMIE STEIN,003225
ASCHBACHER & ASSOCIATES,003226,,+441202756993,LOUIS,003226
CENTER MANUFACTURING INC,003229,jeanned@spindleco.com,314-531-0460,SUSAN,003229
SAGER ELECTRONICS,003239,dgriest@aesystech.com,416-670-0717,BOB HERLING,003239
J.R. BAKER ASSOCIATES,003243,,248-373-4300,MARIA ANGUIANO,003243
ENERQUIP INC.,003247,JOE.LOPRESTI@MBITONER.COM,727-796-1044,Amanda Dipietro,003247
CROWN DISTRIBUTING COMPANY,003248,,763-755-7677,John Wilson,003248
ELC INDUSTRIES CORPORATION,003257,sales@hubbell-gleason.com,800-252-4235,Vicki Brdar,003257
HOBART BROTHERS / HASG,003262,,315-234-7500,BOB,003262
"NASCO  AIRCRAFT BRAKE, INC.",003266,,570-253-5046,TERRI WARREN,003266
M & M AEROSPACE HARDWARE,003274,,800-354-9816,George Rogers,003274
KERN ENGINEERING,003283,shopkins@bdproduct.com,440-998-2788,Curt,003283
AVO INTERNATIONAL/MEGGER,003284,AR@POWERLUBEIND.COM,951-657-2611,Becky Boyle,003284
HARRIS CORPORATION,003285,allan.hillyer@exide.com/david.phillips@exide.com,413-536-3913,TIFFANY PFEIFFER,003285
SAMTEC,003286,,699-3811,KATIE CROMMETT,003286
"WES-GARDE COMPONENTS GROUP,INC",003293,info@warrenfasteners.com/websales@...,315-457-0003,VINCENT DIMENTO,003293
HEAVY EQUIPMENT PARTS,003294,,704-372-2602,Harvey,003294
FAI ELECTRONICS CORPORATION,003297,sales@aloma.com,701-477-6404,Becky Lee   ,003297
DIRECT LINE INC DBA DRIVE LINE,003306,brad@preferredpowersports.com,281-457-1280,Darleen,003306
SIPEX,003309,,303-688-3966,Jeff Stevens,003309
RL STONE,003310,thomas.happel@masterelectronics.com,451-5059,JANA BRASWELL,003310
M.H. RHODES       ,003311,,574-295-6641,Justin Scherer,003311
ASTROCOM ELECTRONICS,003312,,310-323-0820,RYAN ARDUINI,003312
"TRIUMPH CONTROLS, INC.",003317,cjohnson@auroradefensegroup.com,717-469-5487,Daniele dalla Torre,003317
CONTROLLER SERVICE SALES,003324,,914-565-1935,James,003324
MICROLAB/FXR,003325,,631-694-1800,Frank / Sales,003325
"BANDY MANUFACTURING, LLC.",003329,,800-644-9525,** SEE COMMENTS **,003329
AERO ENGINEERING & MFG. CO.,003330,arivera@ppsvcs.com,518-793-3436,Carol Thompson,003330
HI-GRADE PRODUCTS MFG,003331,,01101752301111,JOHN MATT WELKER,003331
MICROWAY SYSTEMS,003332,,714-593-9780,SALES,003332
BAL SEAL,003334,myorder@gpcompanies.com;ar@gpcompanies.com,212-233-5656,Matt Holm,003334
RITCHIE ENGINEERING CO,003338,sales@anoplate.com;ntreby@anoplate.com,615-771-6650,Jim Scott,003338
LIFCO HYDRAULICS,003348,,203-265-2389,Pete Mark,003348
ROTAIR INDUSTRIES INC.,003352,,888-717-1020,John Damitor,003352
"WAVELINE, INC.",003358,,231-724-2151,TOM / SALES,003358
RUBBERCRAFT CORP OF CALIFORNIA,003360,jbranch@newdellco.com,800-636-7678,Kathy Proteous,003360
JONATHAN ENGINEERED SOLUTIONS,003363,kkotalik@primuswindpower.com,315-474-6486,Barbara Bannister ,003363
DUFF-NORTON,003367,dureine.matheny@dezurik.com,814-724-6440,JOHN WERNER,003367
SERVO INSTRUMENT CORPORATION ,003368,,844-703-9204,LARK,003368
MOSIER FLUID POWER,003371,,631-586-5500,COREY MURDOCK,003371
PALL AEROPOWER (USE 104806),003379,daniel@appliancesconnection.com,607-786-3129,Dianne Hollins,003379
AMERICAN LUBRICATION EQUIPMENT,003380,customer.service@amot.com,410-644-1620,Irma Berman,003380
UPSTATE THERMO KING ,003382,ANSHUL.GUPTA@AEROFLEXINDIA.COM ,215-646-8440,,003382
BISCO INDUSTRIES,003383,cjkillian2@comcast.net,504-488-5731,JOHN,003383
NIBSCO SUPPLY,003384,cmoore@zy-tech.com,606-864-9711,Mike Appleyard,003384
"DRS SIGNAL SOLUTIONS, INC.",003402,tcdquotes@yahoo.com,800-873-6722,CHUCK BIRNIE,003402
FRANKLIN INSTRUMENT,003405,,908-757-3600,LISA HITE ,003405
"TECKNIT, INC.",003406,miloeng@aol.com,866-966-2538,TAD TADLOCK,003406
MAGTROL INC.,003407,,757-543-3000,JOE GIBSON,003407
ANCRA INTERNATIONAL LLC,003416,MCONNOLLY@LOUISALLIS.COM,585 265 4560,KOFI,003416
GENERAL CONNECTOR CORPORATION,003418,,597-7387,Tim Swoish,003418
TECHNICAL MARKETING,003424,,800-523-2791,Lauren Holden,003424
"VERNITRON CORP.,VERNITECH",003425,,814-763-3211,Sherri Brault,003425
F.W. WEBB,003428,hiramstire@gmail.com,314-776-2900,"Faiza Razali, AR",003428
TDI,003429,avaloy@ASTRALAIRPARTS.COM;DWALSH@ASTRALAIRPARTS.CO,812-225-5512,Jim Whetsel,003429
HONEYWELL HARDWARE PRODUCT GRP,003431,,800-356-8495,Steven Naegele,003431
NEWPORT SCIENCE,003433,,412-798-4303,Shelley Dennis,003433
"DAYTON-GRANGER, INC.",003434,NESales@ESPGauges.com,972-660-8433,Howard Orloff,003434
LITTON SYSTEMS INC.,003435,,510-934-3814,Rae Anne ,003435
BOONTON Electronics,003438,INFO@TOOLDEX.COM,877-866-5699,KARL SCHAACK,003438
ELECSYS DIVISION,003439,,01149810466230,Bob Larson,003439
AVNET ELECTRONICS,003446,,805-924-1135,MARY CALLAHAN,003446
NORTHEAST FILTER & EQUIP,003450,,310-538-1111,SHERLENE NEWCOMB,003450
ANILLO INDUSTRIES,003457,josh@starwaresww.com,570-424-8510,WANDA ADAMS,003457
MCPEAK COMPANY,003459,Kent@FittingsExport.US,954-680-6707,Steve Beeson,003459
H.R. TEXTRON INC.,003464,gtc@gtcbismark.com,704-847-4464,JASON BROWN,003464
DELTA ELECTRONIC MFG.,003465,,585-218-0110,Michelle Bush,003465
JACO ELECTRONICS INC.,003466,,812-547-7071,KATHI BRADLEY,003466
F.W. WEBB - V.J. STANLEY,003467,ar@4hornmgmt.com,704-362-8589,WAYNE,003467
STEWART WARNER CORPORATION;,003472,,888-505-9378,Alvi Frias,003472
SUPERIOR ELECTRIC,003475,,800-323-7073,MIKE MINYARD,003475
HURON AUTOMATIC SCREW CO,003476,,800-321-2353,Renee Wheaton,003476
AMERICAN DRILL BUSHING,003487,,203-852-5000,NO LONGER IN BUS 11/17,003487
JAY-EL PRODUCTS,003492,,909-305-4711,BETSY O'DAY,003492
RADIODETECTION,003495,Kathy.nye@regalbeloit.com,937-438-1100,Dennis Blaszko,003495
WADCO AEROSPACE,003503,patti@etwcompany.com,908-486-3322,TIM DONAHAN,003503
MEDALIST/REIN LEITZKE,003507,,800-695-5551,Mike Csabon  x 24,003507
"PRESSURE COMPONENTS, INC",003525,sales@palmerwahl.com,202-626-6600,Jim Bishop,003525
HYKON MANUFACTURING CO.,003532,,617-268-1290,Rocky Laroche,003532
KELLER IND. PRODUCTS INC,003535,sales@dkent.org,636-628-6070,MARIE HILL,003535
APM HEXSEAL,003536,neal.connell@mastergearworldwide.com,813-264-2456,Todd Przybycien,003536
"LAKE SHORE SYSTEMS, INC.",003537,acct@trecindustries.com,201-440-1990,BILL BERGROSCHTJE,003537
CLEVITE ELASTOMERS,003548,,800-825-8629,CUSTOMER SERVICE,003548
"TUSONIX, INC.",003552,,603-669-6400,Jane / Juan Escamilla,003552
"RHIMCO INDUSTRIES, INC.",003553,,724-452-5787,LISA HAMMOND,003553
TESCOM CORPORATION,003564,,888-821-5725,Jim Brown,003564
NORTH AMERICAN TRADE GROUP,003571,tyltho@pecofacet.com,630.897.6477,Bill Higgins,003571
ARGO-TECH CORPORATION,003578,agomez@centuryfasteners.com,407-569-2592,Lynn Duffus,003578
INTERSTATE CONNECTING COMPONEN,003586,joe@electricsupp.com,800-822-2502,TIM CUSACK,003586
GENERAL DYNAMICS,003588,,610-971-9171,TOM,003588
SLOAN LED,003589,Deborah.Trabeaux@zollern.com,775-323-7542,"Christine Conrad, AR",003589
TRI-LITE INC.,003590,sales@booneaero.com,216-267-9000,Eunice Boyes,003590
SCOT PUMP - WILO USA,003591,alljetting@bellsouth.net,716-694-2020,Jonathan,003591
"SOMMER & MACA IND., INC.",003597,,518-454-5547,Doug Bailey,003597
PEERLESS CHAIN CO.,003598,CHUETTNER@MILCUT.COM,410-857-3990,DAVID TURO,003598
"ORANGE RESEARCH, INC.",003604,sales@vistamachining.com,585-233-1305,joe lacay,003604
MICROWAVE DISTRIBUTORS COMPANY,003607,,770-996-6430,MICKEY ONEILL,003607
SETON NAME PLATE COMPANY,003609,,401-732-8100,CUSTOMER SERVICE,003609
IVES EQUIPMENT CORPORATION,003621,ar@ftginc.com;magda@ftginc.com,315-425-7100,Jan Rudisill,003621
CCB INDUSTRIES INC.,003623,,804-554-9944,Dave Bullock,003623
KOM LAMB INC.,003632,gordon@postapplescientific.com,419-668-1610,Mini,003632
ICON MANAGEMENT SYSTEMS,003635,customerservice@ccfengineering.com,734-829-0020,"Daryl Daniels, AR",003635
HEATREX,003640,email@d2delectronics.com,422-4323,GARY KIMMEN,003640
EMPIRE AUTOMATION SYSTEMS,003646,hosebunsales@gmail.com,713-888-4014,"Roberta, AR as of Mar2025",003646
CARVER PUMP,003649,,954-359-1694,SALES,003649
W. W. LOWENSTEIN INC.,003652,,800-230-0120,Shirly / Cookie,003652
CARL STAHL-AMERICAN LIFTING ,003656,susan@gsaclt.com,573-751-5860,Emma Paulson,003656
"BRISTOL BABCOCK,INC.",003661,david.melvin@chugach-ak.com,800-235-5741,,003661
DESIGNATRONICS/STOCK DRIVE PRO,003663,,800-763-2222,Shannon Koch,003663
WIGGINS LIFT CO.,003667,admin@gsistore.com,810 664 1816,MAUREEN LYONS,003667
"ADL INSULFLEX, INC.",003679,kmessina@amtexmill.com,800-532-6550,"Heather Smead, CustSupp",003679
"MULTI TECH IND., INC.",003686,EILEEN.DELUCA@PCRICHARD.COM,315-492-5011,Jason Bertani,003686
"CLYDE BERGEMANN, INC.",003690,mail@industrialseal.com,586-792-5550,Vic Clark,003690
MAYDAY MFG.,003693,TOM@LAMINATEDPLASTICS.COM,609-413-3236,POC - MANDI MERCER,003693
WYNN'S PRECISION   ,003696,,901-744-7979,"Jaron Ruff, AR",003696
CONTRACTORS SALES CO INC,003699,,423-586-5370,Beverly Nixon,003699
DEWEY ELECTRONICS CORPORATION,003701,Sosene.Schuster@valenceST.com,800-327-3242,HARVEY WEINMAN,003701
CERAMASEAL,003702,,337-882-5100,Mike Hayes,003702
E.M. CAHILL CO.,003704,,616-842-0800,JILLDA,003704
INTERNATIONAL SOURCING CO.,003713,,800-461-9121,Rosalie Rinaldi,003713
PHENIX CONTROLS COMPANY,003714,doug@wallingfordsales.com,619-695-1620,MARION GRAY,003714
ALVORD-POLK TOOL COMPANY,003715,garrett@qualitycases.com,215-996-9963,Shanon Wilson,003715
ASTRONICS TEST SYSTEMS INC.,003722,melbaz@superflex.com,281.516.8100,Kim Ellison,003722
RAM-PAC INTERNATIONAL,003725,MOSHEA@SMRETAININGRINGS.COM,800-328-2279,BOB PAVONE,003725
BUNN-O-MATIC CORPORATION,003732,ron@advance-scientific.com,212-290-7200,SCOTT DESPRES,003732
DIXIE INDUSTRIES,003740,,455-5751 36,CAROL CLARK,003740
BAE SYSTEMS ,003747,,301-428-6000,Rebecca,003747
POWERCUBE CORPORATION,003753,,800-390-0004,BOB MILLWARD,003753
CPI PROCESS SYSTEMS,003758,info@famousparts.com,905-294-5274,SHAFAAT ASGHAR,003758
SPICER PRODUCTS,003759,customerpo@novaspect.com,717-242-0327,Ray Foley,003759
IRC,003762,,800-656-2658,FAY MINYARD,003762
ILLINOIS CAPACITOR INC.,003764,,800-772-5948,LISA LONGET,003764
"DATEL, INCORPORATED",003765,,607-563-1101,Jim Bonaventura,003765
CHROMALOX DIVISION,003766,sales@apextrading.co.uk,248-280-0030,John Ecklund,003766
"ROHR, INC.",003767,,314-446-1501,Kim Snyder,003767
"KIDDE AEROSPACE, INC.",003769,SALES@SANDIEGOSCALE.COM,330-725-4561,MATT,003769
ALLIED ELECTRONICS,003775,service@suncoating.com,716-924-3066,*SEE COMMENTS*,003775
PREECE INC.,003780,info@clfwarehouse.com,310-527-6150,Jim Shute,003780
SPECIALTY STEEL,003787,,718-969-6666,"Joe Perea, AR",003787
GE SUPPLY COMPANY,003791,,310-821-5582,CUSTOMER SERVICE,003791
HONEYWELL SENSING & CONTROL,003793,,773-307-0286,JACK BALON,003793
"EVEREADY BATTERY CO., INC.",003796,,706-301-1081,Bertha Fladger,003796
LAMINATED GLASS CORP.,003803,,812-336-3811,ALI,003803
FILTRATION UNLIMITED INC,003804,brad.houseworth@usjack.com,414-964-3400,Peter Dupont,003804
PUROSIL LLC,003809,KELLY@THIRDSTAGE-CONSTULTING.COM,(800) 878-5030 ,TADD AYERS,003809
"ANCHOR SEALS, INC.",003813,,860-621-6722,Ben Kemp,003813
FLUKE ELECTRONICS CORPORATION,003818,daltman@csnstores.com,414-768-7425,MATT BARRON,003818
BEDFORD REINFORCED PLASTICS,003819,,419-933-2711,KendraOlson/ROBERT BACALL,003819
GARRISON MANUFACTURING,003820,,423-968-4252,Bonnie Sturino,003820
"SYPRIS DATA SYSTEMS, INC.",003825,,931-528-6518,ANNA ORCUTT,003825
ENGINE DISTRIBUTORS INC.,003826,support@truckhelp.com,800-789-4566,,003826
BEST ACCESS SYSTEMS,003829,,800-231-2861,ken levey,003829
OHIO GASKET & SHIM CO INC,003832,muharrem.yavuz@kasem-makine.com,317-264-5041,BUDDY SPELLMAN,003832
NELSON AEROSPACE INC.,003834,bearing@optimum.net,800-950-1762,Vicki Wilkinson        ,003834
HYDRATIGHT/SWEENEY PRODUCTS ,003838,MANAGER@CUPSOCCHEALTH.COM,446-6040,CARRIE NEVIN,003838
ALLIED INTERNATIONAL CORP.,003839,lsteen@avltech.com,813-645-5336,JOE HUBER,003839
BUCKHORN INC,003843,steven.jasinski@globaltowne.com,877-578-1371,ALLEN SPARKS,003843
KOVATCH CORPORATION,003847,sales@cheaptoliettanklids.com,614-375-1397,Carl Wilson,003847
ANSUL FIRE PROTECTION,003850,scott@sarsales.com,605-341-1490,Chris McCrea x6675,003850
KLINCHER LOCKNUT CORPORATION,003861,,563-583-5701,MICHELLE,003861
"MINCO PRODUCTS, INC.",003864,b.hurt@iiiwilliams.com,727-842-9222,CHARLIE CHISHOLM,003864
"SPENCER INDUSTRIES, INC",003865,,508-753-8146,Max Barrasso,003865
PARKER HANNIFIN,003867,,508-226-3350,Lindsay Newton,003867
GILMORE-GLOBAL INSTRUMENTS INC,003869,,803-969-9601,RICHARD OR LYNN,003869
FENWAL ELECTRONICS INC,003874,,800-225-5736,Kevin Kyle,003874
TEPRO OF FLORIDA INC.,003875,,860-662-4726,Faith.Doyle@Haldex.com,003875
MELSTROM MANUFACTURING CORP.,003876,sales@gauntindustries.com,201-933-8304,Trisha Griffith,003876
FABER ENTERPRISES,003879,brandon.mckenzie@pressure-pro.com,+39-0331-797250,NIKKI,003879
CEJN INDUSTRIAL CORPORATION,003890,service@offshoremarineparts.com ,800-367-3602,CUSTOMER SERVICE,003890
"INLAND SUPPLY CO., INC.",003897,,800-394-9739,Don Pfeifer,003897
FLUID CONDITIONING PROD.,003900,LLOVE@SEDGWICKBUSINESS.COM,860-953-0021,Vicke Sheegog  ext 122,003900
"AEROFLEX LABORATORIES, INC.",003909,,781.245.2507,TONI / SALES,003909
WEIL PUMP,003912,,440-838-5335,Fran Yudin,003912
TACTAIR FLUID CONTROLS,003923,karih@jmmurray.com  jerryg@jmmurray.com,866-620-6000,John Deming,003923
KILLARK ELECTRIC MFG. CO,003924,,800-267-0181,MONA PELTIER,003924
PARKER HANNIFIN CORPORATION,003925,,586 949 0160,KATHY ANDERSON,003925
HOYT CORPORATION,003930,orders@petestire.com,800-826-3801,Aaron/Angela,003930
HONEYWELL SENSING & CONTROL,003934,,843-760-3000,SANDRA KOVACH,003934
CATON CONNECTOR CORP.,003940,JCARY@MAURYMW.COM,724-863-0550,Daryl Davis,003940
COLE INSTRUMENT CORPORATION,003941,natalie.andree@ametek.com,""" DO NOT USE "" ",KIM SHINN,003941
ITT CANNON RF PRODUCTS,003944,,613-727-4900,SALES,003944
"LEE SPRING CO., INC.",003947,Monique Brown <monique@mycasebuilder.com>,610-518-9530,Iva,003947
HAMMOND VALVE,003948,Info@LaDeau.com,800-283-4000,MICHAEL KESSLER,003948
PACIFIC COAST MARINE,003955,ds@pcti.com,757-420-4765,Fulton Hicks,003955
AMPHENOL CORPORATION,003957,buckles@bucklesinternational.com,USE VDR: 6945,RON / SALES,003957
"ASTREX, INC.",003958,CSledge@caapco.com,301-662-5926,LEE SACKS,003958
"DALE ELECTRONICS, INC.",003962,,908-757-0616,Art Breitling,003962
CLAYTON INNOVATIVE SYSTEM ,003964,chrisclark@huskissonltd.co.uk,860-289-8661,"SEE VENDOR 8630, REP FOR",003964
TRI-METAL INDUSTRIES INC.,003966,sales.us@traffiglove.com,732-727-8165,PATRICK SCHUNER,003966
"HYDRASEARCH COMPANY, INC.",003969,partsorders@colemanequip.com,518-783-1322,Kevin Horan,003969
THE YOST SUPERIOR COMPANY,003983,paul@caimangloves.com,457-9333,Bernie Negrin,003983
CIRCUIT ASSEMBLY,003993,nozzlesales@steinen.com,732-5197,KEITH SCHROCK,003993
NARTRON CORPORATION,003995,,336-856-6000,PARTS,003995
IDEAL CLAMP PRODUCTS INC.,003996,john.deane@kwdmfg.com,410-442-2133,DORI CHAPMAN,003996
POWERTECH HYDRAULICS,003998,CarrC2@cintas.com,437-1011,TONY LEONE,003998
BOWEN PRODUCTS COMPANY,004003,,972-245-4525,Les Kovach,004003
SCHLUMBERGER INDUSTRIES,004007,,336-547-5000,Phillip Gregory,004007
HORIZON SOLUTIONS. INC.,004008,chad@internationalsupplycompany.com,585-419-9000,Melanie / Sales,004008
SUTTON-CLARK SUPPLY COMPANY,004010,info@portakleen.com,760-744-8350,BRIAN BEMISS,004010
SHERWIN WILLIAMS,004015,lisamciccia@eaton.com,011442392539750,Dave Cook ,004015
"ANALOG DEVICES, INC",004018,pdrozeski@mcshanewelding.com,800-563-2472,Catherine Valentine,004018
TEKTRONIX INCORPORATED,004019,info@honesdalefireequip.com,605 334-7131,TONY RICHMAND,004019
PYE AND HOGAN MACHINE CO; INC.,004021,,011862164697941,Moses Saldana,004021
UTILITY TOOL & BODY CO.,004027,,800-225-5206,Rosa Quintana,004027
CPE,004029,MAGGIE.MADDEN@ZODIACAEROSPACE.COM,888-284-4685,JIM ALFIERI,004029
"JABRO BATTERIES, INC.",004032,,800-354-4297,Susan Kunkel,004032
MOON AMERICAN INC.,004034,taylor.banks@cisco-eagle.com,313-259-1925,BOB/JERRY,004034
PHAOSTRON INSTRUMENT AND,004038,,256-651-5312,CUSTOMER SERVICE,004038
AUTEK LLC,004039,,716-886-2275,Robert Gilbertson,004039
CONTACT EAST/JENSEN TOOLS,004043,rjtarasi@unireminc.com,800-333-0162,JIM BURNS,004043
AERO PRODUCTS CO.,004054,,209-552-8679,LAURA STEEN,004054
THE HARRIS PRODUCTS GROUP,004055,wmopera@acraaerospace.com,502-366-0916,CHRIS / SALES,004055
US DEFENSE SERVICES,004056,AIMEE.TARIN@TEAMAVALON.COM,610-845-8001,JANICE,004056
"ADEL WIGGINS GROUP, TRANSDIGM,",004061,info@foxaviationsales.com,0118456341053,GEORGE BODOSSIAN,004061
"FLEXAUST CO., INC.",004064,Michael.Gordon@FairlaneTool.com,203-840-5822,Ben Lightner,004064
WORDEN SAFETY PRODUCTS,004069,esales@newageindustries.com,704-788-1131,SALES,004069
"AIW-ALTON, INC.",004072,,317-636-7353,David Dorbeck,004072
MAZZER INDUSTRIES,004086,,800-385-8320,,004086
"AIRWELD, INC.",004087,SNPSHIRTS@AOL.COM,800-800-1003,Michael La Rue,004087
UNITED VALVE CORPORATION,004088,,616-583-1456,Theresa,004088
LONG-LOK FASTENERS CORPORATION,004089,,615-206-8954,SALES,004089
"CALABRESE & SONS, INC.",004096,,877-604-3489,KEVIN OLMSTEAD,004096
GULL ELECTRONIC SYSTEMS,004097,,704-289-6511    ,Tom Zambetti,004097
"DRIVE TRAIN, INC.",004104,,(01603)403190,Deanna Dietsch,004104
"T-W TRUCK EQUIPPERS, INC.",004106,,508-541-7007,LARRY CARSON,004106
FLAMBEAU INC,004123,vklemm@talentequation.net,610-270-9222,Butch Ruetter,004123
ULTRA ELECTRONICS,004125,psmith@orbitintl.com,507-235-6188,Camille / Parts,004125
XYLEM INC.,004126,Orders@cemb-usa.com,509 489-6147,PAUL SUNG,004126
"LCR ELECTRONICS, INC.",004127,,803-482-2686,Wade Davis,004127
"ALLIED CONTROLS, INC.",004129,,704-504-2474,Denise,004129
FAIRBANKS MORSE               ,004131,,608-297-2131,Claudia Rodriguez,004131
"TOMPKINS INDUSTRIES, INC.",004133,sales@ci-hitech.com,800-932-7006,ALAN PYLE,004133
"GIGA-TRONICS, INC.",004134,kyaeger@antechsales.com,847-952-1800,BRIAN PORTER,004134
NOCO ENERGY CORPORATION,004141,info@chemtechsupply.com,407-888-0024,Pat R,004141
"CHOMERICS, INC.",004142,,0114972435055168,SALES,004142
"ELECTRON PRODUCTS, INC.",004147,,631-543-1200,Mike O'Connell,004147
"WAYTEK, INC.",004155,,203-949-8472,,004155
"TRANSAERO, INC.",004162,j.wyatt@nelsonjameson.com,800-893-5094,"Jacki Mollenkamp, AR",004162
"SATAIR USA, Inc.",004165,gwood@jostinternational.com,574-258-7744,Shawn Meyers,004165
"PLASTIC CAPACITORS, INC.",004169,rthen@waltron.net,949-361-5663,"Heather Rudder, AR",004169
QUALITY TECHNOLOGIES INC,004170,,699-3846,SALES DEPT.,004170
HAMPTON RUBBER,004171,,441425489669,Peggy Mcbride/SALES,004171
RUTA SUPPLIES,004176,oilseal@tds.net  ,426-0211,Graham Barnicoat,004176
TECH-ETCH INC.,004178,info@drummates.com,468-3849,DAVIDE VOLANTI,004178
MCQUADE & BANNIGAN,004183,jim@enrexcnc.com,630-628-0888,DAVE SHEDELIUS,004183
ALLEN AIRCRAFT PRODUCTS,004184,,847-215-1948,Sharon Comeau,004184
KOLLSMAN COMPANY,004186,orders@ahh.biz,913-962-7277,CUSTOMER SERVICE,004186
CABLEWARE TECH DIV,004188,parts@paclp.com - e-mail orders ,800-327-5521,MALY RAMIREZ,004188
LOOS & CO INC. WIRE ROPE DIV,004189,,313-494-4500,,004189
"SUPERIOR PRODUCTS, LLC.",004190,idania@klimaire.com,513-561-8145,"JIM TREVINO/KrisRizo,feml",004190
EDO COMM. & COUNTERMEASURES SY,004198,,919-838-4200,SHAUN KELLY,004198
QRP INC.,004199,etysk@fluencecorp.com,816-448-4860,DARYL BARKER,004199
AERIAL MACHINE & TOOL,004203,,319-377-6394,Bob Gourlay,004203
"CASE SUPPLY, INC",004205,,281-420-4845,JOHN JEHLEN,004205
MET-PRO CORP.,004206,jnonaka@hnlinc.com,980-406-3200,SHANNON MCCAY,004206
PHOENIX COMPANY OF CHICAGO,004209,,216-464-8900,TOM SANDHEINRICH,004209
COLUMBUS ELECTRIC MFG. COMPANY,004997,,800-645-3714,Todd Wilkinson,004997
REPUBLIC ELECTRONICS,004999,,610-354-9500,Olivia Rodriguez,004999
WILLIAMSON METAL WORKS,005000,Daisy.Ortiz@akzonobel.com,434-292-1600,Billie Jo Gorsuch,005000
CAPLUGS,005005,marketing@milspareco.net,315-678-2542,CLAUDIA WEISMOR,005005
KELCH CORPORATION,005006,,413-786-4587,JOHN CRUZ,005006
STRONG FORGE AND FABRICATION,005007,,610-363-6639,Sales Department,005007
BUNNELL PLASTICS,005013,,508-764-2521,JOSHUA LEE,005013
FASTENAL,005018,info@compressedairsystems.com,1-800-875-8716,JULIE RUSSO,005018
COOK BROTHERS TRUCK PARTS CO,005022,,315-437-0375,Kurt,005022
STEPHENSON EQUIPMENT INC.,005023,JENNIFER@RDPTRANSPORT.COM,800-344-6437,Jay Reinhart,005023
ASTRONAUTICS CORPORATION,005028,sales@deltaint.com,734-449-7260,RAE BEARD,005028
GOWANDA ELECTRONICS CORP,005030,brad.curtis@hawker.com,281-476-8500,PAT PENFIELD,005030
WOODWARD GOVERNOR COMPANY,005031,dean@sealsandpackings.com,800-889-0485,SUE CLARK,005031
AMPERITE CO. INC.,005032,,281-388-0253,Andrew Protti,005032
UNITED MICROWAVE,005039,,207-354-0493,GINA CARELLO,005039
"SEA-TECH SYSTEMS, INC.",005040,,281-821-0733,SCOTT ALLEN,005040
WATTS REGULATOR COMPANY,005759,,800-872-7732,Barbra Herl,005759
LAMINATED PLASTICS COMPANY,005874,fabspec@fabspec.com,724-639-3571,ANDY TAYLOR,005874
"REX SYSTEMS, INC.",005875,,508-763-8044,David Shak,005875
CONSOLIDATED SEWING MACHINE,005880,sales@smbhydraulics.com,732-651-7700,Gary,005880
TUTHILL CORPORATION,005881,,636-757-1006,MICHAEL COUNIGHAN,005881
THERMO JARRELL ASH CORP.,005882,,215-348-5274,SANDRA WEBER,005882
JET SPRAY CORPORATION,005883,,508-568-0202,TIM GOFF,005883
CRAMER COMPANY,005884,DISTRICT033@DODSONBROS.COM,352-754-9335,SALES,005884
